Campaign,Ad_ID,Date,Age_Group,Gender,Interest1,Interest2,Interest3,Impressions,Clicks,Engagement,Total_Spent,CTR(%),CPC,ROI(%)
Campaign B,Ad-6,2025-01-27,35-39,M,2842,3264,1141,5282,1381,718,4833.92,26.15,3.5,160.25
Campaign B,Ad-7,2025-01-27,55+,F,2794,2087,3160,16907,1212,3491,2012.35,7.17,1.66,152.83
Campaign B,Ad-8,2025-01-27,40-44,F,3368,4877,1244,12242,407,2261,4051.88,3.32,9.96,125.64
Campaign B,Ad-9,2025-01-27,45-54,M,2171,4731,4271,14117,192,1523,877.33,1.36,4.57,145.18
Campaign B,Ad-10,2025-01-27,25-34,M,3013,2191,2108,3779,1098,4710,900.43,29.06,0.82,164.59
Campaign C,Ad-1,2025-01-27,35-39,F,3685,4711,2533,12168,1464,1449,4172.11,12.03,2.85,146.29
Campaign C,Ad-2,2025-01-27,45-54,M,4778,3271,3114,16672,438,4036,1725.99,2.63,3.94,184.22
Campaign C,Ad-3,2025-01-27,25-34,M,1594,4725,1763,10122,552,3662,4227.99,5.45,7.66,90.48
Campaign C,Ad-4,2025-01-27,55+,M,3809,2088,4310,14311,882,721,4140.41,6.16,4.69,80.51
Campaign C,Ad-5,2025-01-27,55+,F,2491,1938,2399,12442,857,3597,3247.38,6.89,3.79,168.53
Campaign C,Ad-6,2025-01-27,25-34,F,2784,3458,3201,5203,724,1222,2884.42,13.92,3.98,142.13
Campaign C,Ad-7,2025-01-27,25-34,M,2196,1315,2946,12497,934,3197,1631.96,7.47,1.75,85.76
Campaign C,Ad-8,2025-01-27,40-44,M,1766,2056,4575,19082,785,546,3761.51,4.11,4.79,119.77
Campaign C,Ad-9,2025-01-27,40-44,M,3664,4654,4201,8801,512,1964,1884.75,5.82,3.68,99.39
Campaign C,Ad-10,2025-01-27,18-24,M,3957,4721,1016,19297,560,1812,4120.32,2.9,7.36,183.53
Campaign D,Ad-1,2025-01-27,35-39,F,2879,4623,2508,5076,1166,1954,3185.95,22.97,2.73,118.09
Campaign D,Ad-2,2025-01-27,40-44,M,3711,2892,2258,15805,663,3664,3298.89,4.19,4.98,126.85
Campaign D,Ad-3,2025-01-27,45-54,M,2375,4160,1937,13334,1147,2141,3031.07,8.6,2.64,104.29
Campaign D,Ad-4,2025-01-27,35-39,F,3650,3776,3385,9856,306,3912,2175.4,3.1,7.11,88.65
Campaign D,Ad-5,2025-01-27,55+,F,3330,2539,4765,16910,1259,2070,4941.24,7.45,3.92,193.71
Campaign D,Ad-6,2025-01-27,18-24,F,2037,4833,1905,19383,1063,2637,1633.21,5.48,1.54,97.95
Campaign D,Ad-7,2025-01-27,35-39,M,4871,3196,2552,3232,918,4971,3323.55,28.4,3.62,133.42
Campaign D,Ad-8,2025-01-27,25-34,F,4497,4432,1172,9728,1410,3958,4671.32,14.49,3.31,132.55
Campaign D,Ad-9,2025-01-27,25-34,M,3334,4187,4777,9940,156,3734,1885.93,1.57,12.09,132.41
Campaign D,Ad-10,2025-01-27,18-24,F,3864,3477,1257,8800,846,746,877.63,9.61,1.04,195.2
Campaign E,Ad-1,2025-01-27,55+,F,3555,3614,3357,11468,341,1708,214.79,2.97,0.63,101.74
Campaign E,Ad-2,2025-01-27,25-34,M,4954,1460,4090,8371,139,4906,4492.53,1.66,32.32,127.84
Campaign E,Ad-3,2025-01-27,45-54,M,2640,2778,3041,15047,1479,1199,1227.48,9.83,0.83,186.56
Campaign E,Ad-4,2025-01-27,55+,M,4050,3444,3027,3207,440,1036,3492.42,13.72,7.94,169.12
Campaign E,Ad-5,2025-01-27,25-34,F,1019,4839,2612,4081,704,2733,3770.53,17.25,5.36,139.77
Campaign E,Ad-6,2025-01-27,55+,F,3352,2508,3749,6090,690,4165,1571.48,11.33,2.28,118.25
Campaign E,Ad-7,2025-01-27,35-39,F,2000,2654,1839,18494,409,1389,2370.76,2.21,5.8,95.07
Campaign E,Ad-8,2025-01-27,35-39,F,4919,3491,2229,6751,1318,2844,1316.1,19.52,1.0,181.74
Campaign E,Ad-9,2025-01-27,18-24,M,2227,4480,3251,8856,1332,478,2279.34,15.04,1.71,179.16
Campaign E,Ad-10,2025-01-27,35-39,M,2797,4685,1847,9637,258,2461,4848.58,2.68,18.79,151.13
Campaign A,Ad-1,2025-01-28,18-24,F,1436,3774,3520,11020,178,2759,3547.18,1.62,19.93,169.63
Campaign A,Ad-2,2025-01-28,18-24,M,4208,3263,3964,6618,154,3535,1236.88,2.33,8.03,124.69
Campaign A,Ad-3,2025-01-28,45-54,F,3894,4047,1444,7707,1317,4161,4397.5,17.09,3.34,181.19
Campaign A,Ad-4,2025-01-28,35-39,F,4359,1863,4128,15675,1325,3031,4772.11,8.45,3.6,133.01
Campaign A,Ad-5,2025-01-28,18-24,M,1920,4376,4266,12372,1337,865,1162.18,10.81,0.87,90.04
Campaign A,Ad-6,2025-01-28,25-34,F,1261,2169,3251,10574,1451,2130,4447.47,13.72,3.07,194.64
Campaign A,Ad-7,2025-01-28,25-34,M,4844,1319,1593,6335,1302,1730,4424.8,20.55,3.4,123.43
Campaign A,Ad-8,2025-01-28,55+,M,2905,4135,2460,5411,1324,519,2498.72,24.47,1.89,137.72
Campaign A,Ad-9,2025-01-28,35-39,F,1615,1836,1330,15616,1496,1920,1588.11,9.58,1.06,175.85
Campaign A,Ad-10,2025-01-28,18-24,F,3137,1498,4806,12873,308,4821,4634.27,2.39,15.05,141.6
Campaign B,Ad-1,2025-01-28,45-54,F,2304,2715,2402,16295,302,3833,364.53,1.85,1.21,164.04
Campaign B,Ad-2,2025-01-28,40-44,F,4524,3620,4630,7470,1334,1096,429.52,17.86,0.32,102.17
Campaign B,Ad-3,2025-01-28,18-24,M,2180,1753,1019,9078,1414,1461,4514.78,15.58,3.19,132.4
Campaign B,Ad-4,2025-01-28,45-54,M,2014,3234,2762,13150,819,4658,3021.08,6.23,3.69,120.43
Campaign B,Ad-5,2025-01-28,45-54,M,4374,3379,1336,8549,301,3438,366.45,3.52,1.22,177.69
Campaign B,Ad-6,2025-01-28,45-54,M,4927,4103,2606,14217,122,4321,1761.44,0.86,14.44,149.09
Campaign B,Ad-7,2025-01-28,55+,F,4027,2856,2759,12713,1333,1297,4686.91,10.49,3.52,198.48
Campaign B,Ad-8,2025-01-28,45-54,M,1943,1578,3746,15831,1472,3220,4503.9,9.3,3.06,111.6
Campaign B,Ad-9,2025-01-28,45-54,F,1180,4454,1305,4358,883,3241,520.06,20.26,0.59,94.43
Campaign B,Ad-10,2025-01-28,35-39,F,1444,2763,2677,19303,945,1176,3925.83,4.9,4.15,150.8
Campaign C,Ad-1,2025-01-28,45-54,M,2356,3606,1112,7446,242,1711,1832.92,3.25,7.57,167.05
Campaign C,Ad-2,2025-01-28,25-34,F,4584,4438,4723,7957,1463,2524,856.33,18.39,0.59,176.65
Campaign C,Ad-3,2025-01-28,45-54,M,2941,4230,2535,11553,1331,1489,693.72,11.52,0.52,161.24
Campaign C,Ad-4,2025-01-28,40-44,F,2284,4633,4412,15640,710,1855,4279.11,4.54,6.03,100.91
Campaign C,Ad-5,2025-01-28,25-34,M,3081,1201,2051,6434,312,1084,2942.71,4.85,9.43,87.56
Campaign C,Ad-6,2025-01-28,45-54,F,1505,4411,3243,11418,1271,2452,4123.98,11.13,3.24,152.51
Campaign C,Ad-7,2025-01-28,18-24,F,1114,2337,3382,4442,899,318,4110.26,20.24,4.57,181.03
Campaign C,Ad-8,2025-01-28,55+,F,2290,2417,4365,12472,1125,2310,3197.77,9.02,2.84,186.02
Campaign C,Ad-9,2025-01-28,25-34,M,2641,1527,3107,11090,518,3236,2458.2,4.67,4.75,115.47
Campaign C,Ad-10,2025-01-28,25-34,F,2760,1796,2261,12601,454,4077,4920.01,3.6,10.84,150.61
Campaign D,Ad-1,2025-01-28,55+,M,2188,1805,2300,12441,1053,3684,3249.04,8.46,3.09,182.03
Campaign D,Ad-2,2025-01-28,40-44,F,1048,1344,1438,7352,503,2202,2390.0,6.84,4.75,120.8
Campaign D,Ad-3,2025-01-28,35-39,M,4271,2226,3174,4289,668,4610,2741.77,15.57,4.1,195.71
Campaign D,Ad-4,2025-01-28,18-24,M,4782,1401,2576,5993,1044,364,4399.69,17.42,4.21,91.92
Campaign D,Ad-5,2025-01-28,40-44,M,2534,3481,4183,19078,184,1076,4543.96,0.96,24.7,182.48
Campaign D,Ad-6,2025-01-28,35-39,M,4557,1045,3629,16409,1288,4960,3844.17,7.85,2.98,158.08
Campaign D,Ad-7,2025-01-28,45-54,F,1736,3760,4052,3544,214,3458,3268.83,6.04,15.27,146.44
Campaign D,Ad-8,2025-01-28,40-44,M,3389,1653,3011,7970,1239,2433,3420.91,15.55,2.76,80.77
Campaign D,Ad-9,2025-01-28,18-24,F,1029,3384,1356,12779,1159,2287,4990.88,9.07,4.31,199.07
Campaign D,Ad-10,2025-01-28,18-24,M,2522,1202,2207,9398,664,656,2220.79,7.07,3.34,122.84
Campaign E,Ad-1,2025-01-28,35-39,M,4346,2555,4084,8407,175,1376,4880.05,2.08,27.89,162.32
Campaign E,Ad-2,2025-01-28,35-39,F,1571,2514,3424,9962,1265,4283,617.87,12.7,0.49,135.4
Campaign E,Ad-3,2025-01-28,18-24,M,2604,3617,1580,8115,1021,3564,2532.93,12.58,2.48,129.96
Campaign E,Ad-4,2025-01-28,55+,F,2483,1388,3557,18486,828,1867,3228.59,4.48,3.9,162.68
Campaign E,Ad-5,2025-01-28,35-39,F,1005,3665,3999,12420,1114,2547,2248.61,8.97,2.02,144.91
Campaign E,Ad-6,2025-01-28,55+,M,2310,4652,4154,14448,1495,3751,4787.83,10.35,3.2,144.05
Campaign E,Ad-7,2025-01-28,55+,F,4626,1085,2175,4179,610,3471,4323.45,14.6,7.09,134.9
Campaign E,Ad-8,2025-01-28,45-54,F,1220,1910,3035,11366,680,3539,1144.19,5.98,1.68,199.28
Campaign E,Ad-9,2025-01-28,18-24,M,3616,4047,2072,16795,372,4403,528.58,2.21,1.42,152.03
Campaign E,Ad-10,2025-01-28,18-24,M,1539,3884,3854,3641,169,826,4034.43,4.64,23.87,108.8
Campaign A,Ad-1,2025-01-29,35-39,F,3002,3760,2786,17348,1417,3069,1729.06,8.17,1.22,195.03
Campaign A,Ad-2,2025-01-29,35-39,M,3291,4562,2110,7495,1064,1815,3094.41,14.2,2.91,120.77
Campaign A,Ad-3,2025-01-29,45-54,M,3258,3895,3422,5003,580,2192,948.83,11.59,1.64,120.21
Campaign A,Ad-4,2025-01-29,25-34,F,3554,4547,3469,5715,967,1628,1054.76,16.92,1.09,100.17
Campaign A,Ad-5,2025-01-29,45-54,F,1832,4319,1881,13983,1329,3405,1646.31,9.5,1.24,109.66
Campaign A,Ad-6,2025-01-29,18-24,M,3422,1625,2200,9408,819,4926,3482.08,8.71,4.25,118.88
Campaign A,Ad-7,2025-01-29,40-44,F,2735,1777,4687,9801,1375,1647,2837.65,14.03,2.06,145.69
Campaign A,Ad-8,2025-01-29,45-54,F,2425,1002,1386,12713,1312,2534,533.01,10.32,0.41,197.69
Campaign A,Ad-9,2025-01-29,25-34,F,2290,4526,4055,13953,247,4961,796.38,1.77,3.22,103.9
Campaign A,Ad-10,2025-01-29,45-54,M,3749,2005,3939,8797,728,3051,250.28,8.28,0.34,171.48
Campaign B,Ad-1,2025-01-29,18-24,F,3107,3094,4863,8032,254,2307,1107.43,3.16,4.36,162.97
Campaign B,Ad-2,2025-01-29,45-54,M,2639,3323,3926,5375,1311,3011,2926.1,24.39,2.23,153.98
Campaign B,Ad-3,2025-01-29,55+,M,1076,3817,1120,3823,651,4048,2630.21,17.03,4.04,196.89
Campaign B,Ad-4,2025-01-29,18-24,M,3876,2201,1977,14470,1050,2516,2400.91,7.26,2.29,196.59
Campaign B,Ad-5,2025-01-29,35-39,F,4330,1787,1007,8519,687,4828,1561.06,8.06,2.27,196.34
Campaign B,Ad-6,2025-01-29,18-24,M,2998,1087,2987,10487,459,749,3051.17,4.38,6.65,140.38
Campaign B,Ad-7,2025-01-29,35-39,F,1207,4282,1614,14393,885,1566,1364.24,6.15,1.54,140.74
Campaign B,Ad-8,2025-01-29,45-54,F,4918,2862,1911,19755,1294,1692,2774.82,6.55,2.14,100.0
Campaign B,Ad-9,2025-01-29,18-24,M,3978,2783,1873,9741,1089,1853,711.0,11.18,0.65,127.78
Campaign B,Ad-10,2025-01-29,45-54,M,3019,4294,3483,14993,988,3976,4765.17,6.59,4.82,131.62
Campaign C,Ad-1,2025-01-29,55+,M,4298,3359,2044,11166,763,4400,4637.37,6.83,6.08,112.44
Campaign C,Ad-2,2025-01-29,18-24,F,3295,4000,3746,4579,617,1839,2488.95,13.47,4.03,86.34
Campaign C,Ad-3,2025-01-29,25-34,M,3741,1839,4315,15064,178,4989,3204.23,1.18,18.0,175.69
Campaign C,Ad-4,2025-01-29,55+,M,2570,4916,3846,3737,284,3969,3618.05,7.6,12.74,198.86
Campaign C,Ad-5,2025-01-29,55+,F,1111,1477,2520,8969,1265,341,1341.52,14.1,1.06,171.34
Campaign C,Ad-6,2025-01-29,25-34,F,1215,2539,1113,4415,715,2699,2665.33,16.19,3.73,138.1
Campaign C,Ad-7,2025-01-29,40-44,F,2547,4380,4455,12330,1340,2211,1100.24,10.87,0.82,144.79
Campaign C,Ad-8,2025-01-29,35-39,F,1449,4421,1549,10291,129,505,3866.78,1.25,29.98,142.27
Campaign C,Ad-9,2025-01-29,25-34,M,3819,4887,1478,13898,951,4124,4101.96,6.84,4.31,110.27
Campaign C,Ad-10,2025-01-29,55+,M,2831,1173,3786,8217,507,3024,4321.84,6.17,8.52,114.9
Campaign D,Ad-1,2025-01-29,55+,F,1414,3931,3448,10617,1334,857,1985.22,12.56,1.49,95.87
Campaign D,Ad-2,2025-01-29,45-54,F,4736,3925,4117,6946,543,2860,2013.13,7.82,3.71,89.62
Campaign D,Ad-3,2025-01-29,40-44,M,3379,2087,3266,10923,927,2624,393.86,8.49,0.42,82.31
Campaign D,Ad-4,2025-01-29,40-44,F,3304,1092,4934,14638,260,2511,3196.54,1.78,12.29,193.46
Campaign D,Ad-5,2025-01-29,25-34,M,2833,4286,2171,10338,143,4864,1881.37,1.38,13.16,95.4
Campaign D,Ad-6,2025-01-29,25-34,M,2490,3906,4556,9771,276,1942,769.87,2.82,2.79,100.07
Campaign D,Ad-7,2025-01-29,25-34,M,2024,2515,3985,10376,887,1694,662.29,8.55,0.75,139.3
Campaign D,Ad-8,2025-01-29,18-24,M,1320,4914,3266,8529,1220,4181,1692.39,14.3,1.39,109.43
Campaign D,Ad-9,2025-01-29,18-24,M,3518,4875,3715,5183,239,304,517.8,4.61,2.17,108.86
Campaign D,Ad-10,2025-01-29,35-39,F,2566,2360,4658,10509,908,1467,4581.17,8.64,5.05,114.27
Campaign E,Ad-1,2025-01-29,55+,F,1478,3745,2690,8078,975,1336,316.73,12.07,0.32,106.74
Campaign E,Ad-2,2025-01-29,25-34,F,3882,1897,3404,13857,485,758,3405.76,3.5,7.02,146.86
Campaign E,Ad-3,2025-01-29,18-24,F,1371,2715,1389,8739,1403,4199,1954.2,16.05,1.39,112.88
Campaign E,Ad-4,2025-01-29,25-34,F,2205,3713,2965,5457,579,3229,3208.18,10.61,5.54,94.25
Campaign E,Ad-5,2025-01-29,40-44,M,1773,3507,2399,9409,1170,2413,3351.63,12.43,2.86,85.62
Campaign E,Ad-6,2025-01-29,40-44,M,1303,2080,1493,19324,1095,1416,392.98,5.67,0.36,169.13
Campaign E,Ad-7,2025-01-29,25-34,M,3874,1644,4569,11293,651,4453,2508.65,5.76,3.85,146.33
Campaign E,Ad-8,2025-01-29,25-34,F,4053,3740,4429,3923,323,861,1692.09,8.23,5.24,139.93
Campaign E,Ad-9,2025-01-29,45-54,F,1458,1348,1178,10273,1024,399,828.49,9.97,0.81,154.31
Campaign E,Ad-10,2025-01-29,25-34,F,3264,4602,2695,19363,887,1069,3295.79,4.58,3.72,134.14
Campaign A,Ad-1,2025-01-30,35-39,F,2710,4380,2185,18577,1210,646,4667.27,6.51,3.86,184.3
Campaign A,Ad-2,2025-01-30,25-34,F,3545,3735,1179,8190,837,1624,842.61,10.22,1.01,181.48
Campaign A,Ad-3,2025-01-30,18-24,F,2283,3576,2315,9403,241,3016,2334.77,2.56,9.69,115.37
Campaign A,Ad-4,2025-01-30,35-39,M,4832,2587,3991,19220,1025,2051,1218.44,5.33,1.19,193.14
Campaign A,Ad-5,2025-01-30,18-24,F,4140,3424,3944,15737,1296,4077,931.16,8.24,0.72,175.69
Campaign A,Ad-6,2025-01-30,18-24,F,4342,3065,4638,6111,1438,3806,1093.21,23.53,0.76,103.91
Campaign A,Ad-7,2025-01-30,55+,F,1907,1911,2067,5229,676,3057,499.3,12.93,0.74,103.1
Campaign A,Ad-8,2025-01-30,40-44,F,2091,4084,2376,14920,635,4838,3238.98,4.26,5.1,111.93
Campaign A,Ad-9,2025-01-30,35-39,M,1491,3977,1869,5738,554,4573,1277.36,9.65,2.31,184.91
Campaign A,Ad-10,2025-01-30,18-24,M,2782,1617,4422,3009,638,2007,819.12,21.2,1.28,97.65
Campaign B,Ad-1,2025-01-30,18-24,M,2206,1952,2236,11281,1217,3901,1162.94,10.79,0.96,144.52
Campaign B,Ad-2,2025-01-30,55+,F,3869,2061,3983,6303,1326,2870,992.32,21.04,0.75,150.8
Campaign B,Ad-3,2025-01-30,55+,M,3554,3692,1765,16702,989,3321,2314.33,5.92,2.34,87.19
Campaign B,Ad-4,2025-01-30,40-44,M,1542,2847,2998,8205,174,4520,604.08,2.12,3.47,83.94
Campaign B,Ad-5,2025-01-30,18-24,M,3959,1458,4350,12300,528,1214,1244.0,4.29,2.36,135.98
Campaign B,Ad-6,2025-01-30,25-34,F,4383,4542,4334,16802,229,4974,4268.55,1.36,18.64,139.48
Campaign B,Ad-7,2025-01-30,40-44,F,3921,2765,3379,4241,374,1080,831.92,8.82,2.22,179.6
Campaign B,Ad-8,2025-01-30,35-39,F,1475,4766,1726,6539,225,1491,874.79,3.44,3.89,159.14
Campaign B,Ad-9,2025-01-30,55+,F,2950,3512,4627,15118,1204,1869,847.66,7.96,0.7,164.56
Campaign B,Ad-10,2025-01-30,55+,M,2697,1153,3384,11201,1252,2711,1139.21,11.18,0.91,108.33
Campaign C,Ad-1,2025-01-30,25-34,F,4798,1921,4381,16282,985,4590,3994.99,6.05,4.06,188.05
Campaign C,Ad-2,2025-01-30,35-39,M,2933,3208,2709,12239,100,4986,3104.79,0.82,31.05,151.71
Campaign C,Ad-3,2025-01-30,40-44,F,3828,4407,3835,6491,1341,2095,3771.66,20.66,2.81,143.43
Campaign C,Ad-4,2025-01-30,35-39,F,1158,3516,1168,3309,780,4234,1893.64,23.57,2.43,180.7
Campaign C,Ad-5,2025-01-30,40-44,M,2822,1218,1829,6923,1461,2590,4339.4,21.1,2.97,147.06
Campaign C,Ad-6,2025-01-30,55+,M,4851,2882,4854,8674,152,969,752.55,1.75,4.95,132.15
Campaign C,Ad-7,2025-01-30,40-44,M,2861,2635,4013,4926,545,4441,2379.88,11.06,4.37,85.74
Campaign C,Ad-8,2025-01-30,18-24,F,3745,1415,4963,12553,456,1135,2018.65,3.63,4.43,151.81
Campaign C,Ad-9,2025-01-30,25-34,M,4598,2064,2921,4978,580,1607,750.08,11.65,1.29,199.38
Campaign C,Ad-10,2025-01-30,35-39,M,1143,4895,2914,13241,722,4960,2792.11,5.45,3.87,136.14
Campaign D,Ad-1,2025-01-30,55+,F,4231,3144,3116,16972,1267,743,1180.52,7.47,0.93,99.83
Campaign D,Ad-2,2025-01-30,40-44,F,4035,4900,1081,19593,505,2277,4686.92,2.58,9.28,102.82
Campaign D,Ad-3,2025-01-30,45-54,M,4100,2507,1343,13600,582,2284,677.24,4.28,1.16,141.46
Campaign D,Ad-4,2025-01-30,55+,M,2411,2177,1736,9902,1280,4513,567.88,12.93,0.44,130.67
Campaign D,Ad-5,2025-01-30,45-54,F,3031,2937,3479,18296,500,1989,4312.16,2.73,8.62,176.24
Campaign D,Ad-6,2025-01-30,18-24,M,1903,1468,2377,19152,426,4002,1403.14,2.22,3.29,98.29
Campaign D,Ad-7,2025-01-30,25-34,M,2201,4253,1961,17743,945,996,439.65,5.33,0.47,177.05
Campaign D,Ad-8,2025-01-30,25-34,F,4732,1945,2548,7604,121,2099,989.4,1.59,8.18,167.22
Campaign D,Ad-9,2025-01-30,18-24,M,4419,2702,1652,7663,899,531,4087.08,11.73,4.55,185.1
Campaign D,Ad-10,2025-01-30,25-34,M,4520,2718,1238,15507,1066,2170,486.13,6.87,0.46,199.19
Campaign E,Ad-1,2025-01-30,40-44,F,4018,4840,3251,11229,1130,596,2463.32,10.06,2.18,85.85
Campaign E,Ad-2,2025-01-30,18-24,M,3232,4581,4643,14396,263,3821,3613.12,1.83,13.74,121.5
Campaign E,Ad-3,2025-01-30,55+,M,1261,1198,1332,15399,166,1776,832.25,1.08,5.01,86.65
Campaign E,Ad-4,2025-01-30,35-39,F,2428,2989,3350,17340,1198,3503,3607.89,6.91,3.01,163.07
Campaign E,Ad-5,2025-01-30,25-34,M,4148,4881,1467,12368,623,1068,4113.54,5.04,6.6,81.24
Campaign E,Ad-6,2025-01-30,55+,F,2294,1031,2793,6215,505,4010,1603.98,8.13,3.18,176.54
Campaign E,Ad-7,2025-01-30,18-24,M,2705,3167,3105,3470,969,2784,1575.41,27.93,1.63,129.05
Campaign E,Ad-8,2025-01-30,35-39,F,2723,1254,2205,14416,555,923,3577.3,3.85,6.45,98.03
Campaign E,Ad-9,2025-01-30,25-34,F,1104,3445,1026,9815,231,2750,4121.79,2.35,17.84,129.23
Campaign E,Ad-10,2025-01-30,55+,M,3984,1371,3542,11959,723,4562,3270.35,6.05,4.52,199.87
Campaign A,Ad-1,2025-01-31,45-54,F,2892,3120,4103,17012,1492,4755,608.98,8.77,0.41,85.48
Campaign A,Ad-2,2025-01-31,18-24,M,2689,2865,2173,4048,356,2070,3035.13,8.79,8.53,137.16
Campaign A,Ad-3,2025-01-31,40-44,F,3935,4688,1022,15506,526,1275,4045.35,3.39,7.69,138.89
Campaign A,Ad-4,2025-01-31,35-39,M,2254,4456,4165,5564,187,1527,4794.36,3.36,25.64,188.59
Campaign A,Ad-5,2025-01-31,55+,F,4420,3090,2220,18943,1148,4287,2240.45,6.06,1.95,167.92
Campaign A,Ad-6,2025-01-31,25-34,M,3878,3781,1112,8019,798,2980,3235.44,9.95,4.05,91.77
Campaign A,Ad-7,2025-01-31,40-44,F,3154,1354,1523,3066,185,253,3012.24,6.03,16.28,160.35
Campaign A,Ad-8,2025-01-31,40-44,M,1592,3074,1981,12903,323,4973,2443.4,2.5,7.56,89.1
Campaign A,Ad-9,2025-01-31,45-54,F,3069,4620,2898,9351,122,3553,4042.39,1.3,33.13,140.03
Campaign A,Ad-10,2025-01-31,18-24,M,2594,4114,1166,13426,1297,350,3135.1,9.66,2.42,95.95
Campaign B,Ad-1,2025-01-31,35-39,M,2170,3066,2929,8816,1121,4799,259.84,12.72,0.23,152.42
Campaign B,Ad-2,2025-01-31,35-39,F,1572,4399,3661,7048,320,495,3724.18,4.54,11.64,158.98
Campaign B,Ad-3,2025-01-31,35-39,F,4808,2808,2511,10765,1140,859,521.5,10.59,0.46,91.58
Campaign B,Ad-4,2025-01-31,25-34,M,1166,4249,2576,18412,120,2721,1213.54,0.65,10.11,137.79
Campaign B,Ad-5,2025-01-31,55+,F,1247,3588,2376,7890,1199,911,796.9,15.2,0.66,153.67
Campaign B,Ad-6,2025-01-31,25-34,M,3150,2538,3848,10313,1207,1541,2651.1,11.7,2.2,137.09
Campaign B,Ad-7,2025-01-31,18-24,M,2078,1250,1439,8436,1315,928,2122.71,15.59,1.61,91.53
Campaign B,Ad-8,2025-01-31,35-39,M,2255,3546,4156,12692,1306,3770,3525.01,10.29,2.7,186.13
Campaign B,Ad-9,2025-01-31,18-24,M,4818,2042,2609,9660,122,4011,283.95,1.26,2.33,175.01
Campaign B,Ad-10,2025-01-31,55+,F,4386,2438,3654,15078,1376,2399,1033.88,9.13,0.75,188.92
Campaign C,Ad-1,2025-01-31,40-44,F,1906,4867,4140,13010,455,3498,4897.82,3.5,10.76,187.48
Campaign C,Ad-2,2025-01-31,40-44,F,2650,4862,2381,17958,1230,3753,1234.61,6.85,1.0,80.66
Campaign C,Ad-3,2025-01-31,40-44,M,2466,4451,4913,14046,226,3499,4856.93,1.61,21.49,151.69
Campaign C,Ad-4,2025-01-31,25-34,F,4065,4688,4296,16906,286,2785,314.45,1.69,1.1,143.68
Campaign C,Ad-5,2025-01-31,35-39,F,1574,3924,3571,8543,723,1678,863.22,8.46,1.19,173.35
Campaign C,Ad-6,2025-01-31,35-39,F,2824,1538,4177,13836,1157,2653,1162.04,8.36,1.0,195.33
Campaign C,Ad-7,2025-01-31,18-24,M,2079,3305,3733,12254,908,1691,1988.64,7.41,2.19,124.97
Campaign C,Ad-8,2025-01-31,18-24,M,3768,2516,3191,3160,1230,701,1516.87,38.92,1.23,142.02
Campaign C,Ad-9,2025-01-31,35-39,M,2637,2372,4252,12804,570,1186,3697.1,4.45,6.49,176.7
Campaign C,Ad-10,2025-01-31,18-24,M,1706,3495,2649,3786,694,3545,2786.5,18.33,4.02,156.0
Campaign D,Ad-1,2025-01-31,55+,F,2638,2641,1245,10179,831,586,1863.49,8.16,2.24,159.78
Campaign D,Ad-2,2025-01-31,40-44,F,4582,1800,1258,9188,635,2077,1444.36,6.91,2.27,96.1
Campaign D,Ad-3,2025-01-31,18-24,M,2733,4271,3853,4461,1003,1014,3890.85,22.48,3.88,195.02
Campaign D,Ad-4,2025-01-31,45-54,M,4978,4321,3180,13930,1042,3764,3255.29,7.48,3.12,110.26
Campaign D,Ad-5,2025-01-31,25-34,M,3127,2443,3553,7671,478,4083,325.06,6.23,0.68,132.6
Campaign D,Ad-6,2025-01-31,35-39,F,2778,3882,4359,4194,192,541,762.01,4.58,3.97,154.47
Campaign D,Ad-7,2025-01-31,40-44,M,1380,2048,3836,9353,315,936,1241.03,3.37,3.94,195.8
Campaign D,Ad-8,2025-01-31,35-39,M,3345,1198,2244,14194,267,606,1910.73,1.88,7.16,109.35
Campaign D,Ad-9,2025-01-31,35-39,M,1597,4491,4042,7012,1460,3574,892.26,20.82,0.61,150.55
Campaign D,Ad-10,2025-01-31,40-44,F,3089,4287,4224,14106,1163,425,3635.32,8.24,3.13,118.02
Campaign E,Ad-1,2025-01-31,55+,F,4570,2958,3131,12602,1342,3871,3126.79,10.65,2.33,160.37
Campaign E,Ad-2,2025-01-31,18-24,F,2693,2932,3944,16447,275,1148,3535.73,1.67,12.86,145.03
Campaign E,Ad-3,2025-01-31,55+,F,3265,1474,2996,6368,966,2977,3605.47,15.17,3.73,111.27
Campaign E,Ad-4,2025-01-31,18-24,M,3538,3693,2789,18454,1040,3136,203.91,5.64,0.2,153.68
Campaign E,Ad-5,2025-01-31,40-44,F,3845,3420,3352,7573,476,3655,3268.25,6.29,6.87,88.16
Campaign E,Ad-6,2025-01-31,18-24,F,1852,2716,4539,9752,1465,2489,4021.42,15.02,2.74,171.77
Campaign E,Ad-7,2025-01-31,45-54,M,4389,4230,3344,15589,1182,4687,2897.54,7.58,2.45,140.2
Campaign E,Ad-8,2025-01-31,40-44,M,2495,1610,3842,12033,306,2287,2574.58,2.54,8.41,161.21
Campaign E,Ad-9,2025-01-31,35-39,F,2372,2676,4809,7356,1459,490,646.95,19.83,0.44,82.39
Campaign E,Ad-10,2025-01-31,25-34,M,1936,2490,4301,17549,605,4021,2348.27,3.45,3.88,190.69
Campaign A,Ad-1,2025-02-01,45-54,M,4589,3723,3332,11405,710,2464,2291.7,6.23,3.23,150.04
